,날짜,사고 및 공사,위치,경도,위도
2289,2022-09-08 14:44,사고 ,통영대전고속도로 공주교 적문교 기점방향 고장 공주교 → 적문교 통영대전선 기점,127.4748,36.2436
2290,2022-09-08 14:50,사고 ,중앙고속도로지선 대동JC 대동1교 1차로 0km(김해JC방향) 주의운전 교통사고 -,128.9885911,35.2832048
2291,2022-09-08 15:00,사고 ,수도권제2순환고속도로 인천항고가교남측 인천항고가차도북측 2차로 주의운전 고장차량 -,126.6182676,37.4390138
2292,2022-09-08 15:01,공사 ,서울양양고속도로 동산2터널 서울방향 1차로 64km(춘천분기점방향) 주의운전 도로공사 -,127.8462992,37.7597046
2293,2022-09-08 15:14,사고 ,서울양양고속도로 18.6k (3차로) 서종ic 금남터널 1차로 주의운전 고장차량 -,127.3544301,37.63484571
2294,2022-09-08 15:14,사고 ,포승공단순환로 서해안고속도로 하행선 283.5k 1차로 주의운전 고장차량 -,126.8442304,36.9893755
2295,2022-09-08 15:25,사고 ,중부내륙고속도로 칠서IC 칠원JC 2차로 4km(칠원JC방향) 3중추돌사고  교통사고 -,128.5027418,35.2905269
2296,2022-09-08 15:27,사고 ,서울외곽순환고속도로 남양주IC남측 구리TG 1차로 0km(구리TG방향) 주의운전 교통사고 -,127.1561755,37.5957601
2297,2022-09-08 15:35,사고 ,서해안고속도로 서평택IC남측 평택시당진시 기점방향 고장 서평택IC남측 → 평택시당진시 서해안선 기점,126.8707,36.9792
2298,2022-09-08 15:41,사고 ,서해안고속도로 송악IC 행담도휴게소 종점방향 사고 송악IC → 행담도휴게소 서해안선 종점,126.7924,36.9428
2299,2022-09-08 15:42,사고 ,수도권제2순환고속도로 인천항고가교남측 인천항고가차도북측 2차로 주의운전 고장차량 -,126.6184931,37.4391844
2300,2022-09-08 16:00,사고 ,중앙고속도로 삼랑진IC 남밀양IC 1차로 0km(방향) 주의운전 교통사고 -,128.7946748,35.414766
2301,2022-09-08 16:04,사고 ,구리포천고속도로 중랑IC 남구리IC 1차로 0km(방향) 주의운전 교통사고 -,127.1364128,37.5765048
2302,2022-09-08 16:20,사고 ,서울외곽순환고속도로 노오지JC 계양IC북측 4차로 79.8km(계양IC방향) 주의운전 고장차량 -,126.752432,37.56385
2303,2022-09-08 16:30,공사 ,경부고속도로 174.3km 북구미IC 구미IC 2차로 4차로 차단 공사 도로공사 -,128.2966566,36.1450401
2304,2022-09-08 16:44,사고 ,서울외곽순환고속도로 시흥IC동측 시흥IC서측 2차로 0km(시흥IC방향) 주의운전 고장차량 -,126.7965312,37.4562112
2305,2022-09-08 16:53,사고 ,서해안고속도로 평택시당진시 서평택IC남측 종점방향 사고 평택시당진시 → 서평택IC남측 서해안선 종점,126.8257,36.945
2306,2022-09-08 16:53,사고 ,남해고속도로 초암산터널 보성IC 1차로 0km(보성IC방향) 영암방면 64.5k 고장차량 -,127.1520148,34.80784565
2307,2022-09-08 17:04,사고 ,경부고속도로 망향휴게소 북천안IC 종점방향 사고 망향휴게소 → 북천안IC 경부선 종점,127.1891,36.9032
2308,2022-09-08 17:19,사고 ,서해안고속도로 서평택IC남측 평택시당진시 기점방향 사고 서평택IC남측 → 평택시당진시 서해안선 기점,126.8648,36.9627
2309,2022-09-08 17:23,사고 ,중부내륙고속도로 칠원JC 칠원TG 1차로 6.6km(칠원JC방향) 5중추돌사고 교통사고 -,128.5131825,35.2798109
2310,2022-09-08 17:26,사고 ,중부내륙고속도로지선 금호JC 서대구TG 4차로 28.4km(서대구IC방향) 주의운전 고장차량 -,128.5281214,35.8811661
2311,2022-09-08 17:31,사고 ,경부고속도로 천안JC 천안삼거리휴게소 종점방향 사고 천안JC → 천안삼거리휴게소 경부선 종점,127.1748,36.7821
2312,2022-09-08 18:08,사고 ,순천완주고속도로 황전1터널 황전1터널 1차로 0km(구례IC방향) 주의운전 교통사고 -,127.4655679,35.10470642
2313,2022-09-08 18:58,사고 ,서해안고속도로 서천IC 동서천JC 기점방향 사고 서천IC → 동서천JC 서해안선 기점,126.7582,36.0648
2314,2022-09-08 19:16,사고 ,서해안고속도로 금강대교 군산IC북측 기점방향 고장 금강대교 → 군산IC북측 서해안선 기점,126.7943,36.0247
2315,2022-09-08 19:30,사고 ,서해안고속도로 군산IC북측 군산휴게소 1차로 147km(동서천JC방향) 주의운전 고장차량 -,126.795869,36.0189654
2316,2022-09-08 19:32,사고 ,경부고속도로 천안IC 천안JC 기점방향 고장 천안IC → 천안JC 경부선 기점,127.1708,36.7905
2317,2022-09-08 19:36,공사 ,중부내륙고속도로지선 속성변화점 화원IC남측 1차로 0km(방향) 주의운전 도로공사 -,128.479571,35.7984
2318,2022-09-08 19:44,사고 ,구리포천고속도로 동의정부IC 민락ic 2차로 0km(방향) 3차로 후미추돌 교통사고 통제중 교통사고 -,127.1096072,37.7207052
2319,2022-09-08 19:46,사고 ,당진영덕고속도로 북유성대로316번길2232 송림로19번길87 종점방향 고장 북유성대로316번길2232 → 송림로19번길87 당진대전선 종점,127.3204,36.3936
2320,2022-09-08 19:57,사고 ,호남고속도로지선 유성JCT1교 유성IC 기점방향 고장 유성JCT1교 → 유성IC 호남지선 기점,127.3365,36.3829
2321,2022-09-08 20:08,사고 ,서천공주고속도로 부여IC 율암리산116 기점방향 고장 부여IC → 율암리산116 서천공주선 기점,126.8545,36.2996
2322,2022-09-08 20:17,사고 ,경부고속도로 잠원IC 한남IC 2차로 주의운전 교통사고 서울청,127.0156944,37.51534646
2323,2022-09-08 20:23,사고 ,서해안고속도로 서산IC 서산휴게소 기점방향 고장 서산IC → 서산휴게소 서해안선 기점,126.5708,36.7589
2324,2022-09-08 21:16,사고 ,경부고속도로 금계2교서측 금계1교동측 종점방향 고장 금계2교서측 → 금계1교동측 경부선 종점,127.8415,36.2632
2325,2022-09-08 21:18,사고 ,서해안고속도로 서산시당진시 서산IC 기점방향 고장 서산시당진시 → 서산IC 서해안선 기점,126.5742,36.8111
2326,2022-09-08 21:28,사고 ,서해안고속도로 갈산천교 갈산천교 종점방향 고장 갈산천교 → 갈산천교 서해안선 종점,126.5538,36.6177
2327,2022-09-08 21:38,사고 ,당진영덕고속도로 예산수덕사IC 입침큰말길3031 종점방향 고장 예산수덕사IC → 입침큰말길3031 당진대전선 종점,126.7937,36.6653
2328,2022-09-08 22:28,사고 ,호남고속도로(하) 180.2k 익산IC남측 익산JC 4차로 0km(익산JC방향) 주의운전 고장차량 -,127.1030682,35.9605938
2329,2022-09-08 23:05,사고 ,통영대전고속도로 장수JC 장수JC 기점방향 고장 장수JC → 장수JC 통영대전선 기점,127.6089,35.7299
2330,2022-09-08 23:14,사고 ,서해안고속도로 서산IC 서산휴게소 기점방향 고장 서산IC → 서산휴게소 서해안선 기점,126.5662,36.7763
2331,2022-09-08 23:18,사고 ,호남고속도로 김제IC 금산사IC 기점방향 사고 김제IC → 금산사IC 호남선 기점,126.9991,35.7515
2332,2022-09-08 23:26,사고 ,대전남부순환고속도로 안영2터널 무수1교 종점방향 고장 안영2터널 → 무수1교 대전남부선 종점,127.3911,36.2814
2333,2022-09-09 0:11,사고 ,동해고속도로 강릉제5터널 속초방면 1차로 44.3km(옥계IC방향) 주의운전 교통사고 -,128.9460957,37.6887388
2334,2022-09-09 1:28,사고 ,호남고속도로 논산JC 여산휴게소 기점방향 고장 논산JC → 여산휴게소 호남선 기점,127.1032,36.071
2335,2022-09-09 7:09,사고 ,서울외곽순환고속도로 계양ic 중동방향 1차로 85.4km(송내IC방향) 주의운전 교통사고 -,126.7497222,37.51444444
2336,2022-09-09 7:25,사고 ,중부내륙고속도로 여주JC남측 여주시음성군 기점방향 고장 여주JC남측 → 여주시음성군 중부내륙선 기점,127.6307,37.1662
2337,2022-09-09 7:34,공사 ,중부내륙고속도로지선 화원IC남측 속성변화점 1차로 0km(방향) 주의운전 도로공사 -,128.4792962,35.7990092
2338,2022-09-09 7:49,사고 ,서천공주고속도로 동서천JC 동서천IC교차로 기점방향 고장 동서천JC → 동서천IC교차로 서천공주선 기점,126.7734,36.0701
2339,2022-09-09 8:04,사고 ,호남고속도로지선 양촌IC 논산IC 기점방향 고장 양촌IC → 논산IC 호남지선 기점,127.1645,36.1534
2340,2022-09-09 8:11,사고 ,서해안고속도로 서김제IC동측 서김제IC남측 1차로 0km(방향) 주의운전 고장차량 -,126.839436,35.8344858
2341,2022-09-09 8:34,통제 ,서해안고속도로 부안IC앞 부안IC 1차로 0km(방향) 주의운전 재해 -,126.7777424,35.7282324
2342,2022-09-09 8:48,사고 ,당진영덕고속도로 낙동JC 남상주IC 2차로 77.6km(남상주IC방향) 갓길 고장차량 처리중 주의운전요망 고장차량 -,128.2125511,36.3687286
2343,2022-09-09 8:58,사고 ,당진영덕고속도로 77.6km 낙동JC 남상주IC 2차로 0km(남상주IC방향) 갓길 고장차량(엔진고장) 고장차량 -,128.203671,36.3700052
2344,2022-09-09 9:06,공사 ,강남순환도시고속도로 서초터널 서초터널 3차로 청소작업 강남순환로 서초터널 입구부→서초터널 중간부 성산 방향 -,126.9692078,37.46736935
2345,2022-09-09 9:13,사고 ,영동고속도로 안산JC 안산IC동측 1차로 영동고속도로  인천방면  17kmkm(안산IC방향) 주의운전 고장차량 -,126.8553798,37.3460554
2346,2022-09-09 9:22,통제 ,호남고속도로 익산IC남측 익산JC 1차로 0km(익산JC방향) 주의운전 재해 -,127.105628,35.97415197
2347,2022-09-09 9:23,사고 ,당진영덕고속도로 77.6km 낙동JC 남상주IC 2차로 0km(남상주IC방향) 갓길 고장차량(견인작업중) 고장차량 -,128.2125619,36.3687884
2348,2022-09-09 9:27,사고 ,새만금포항고속도로 익산JC 익산JC 1차로 0km(방향) 주의운전 고장차량 -,127.0873386,35.9418137
2349,2022-09-09 9:43,사고 ,경부고속도로 청주JC 청주JC 기점방향 고장 청주JC → 청주JC 경부선 기점,127.4294,36.5687
2350,2022-09-09 9:44,사고 ,경인고속도로 부천IC동측 부천IC 1차로 0km(방향) 주의운전 고장차량 -,126.7789971,37.5245791
2351,2022-09-09 9:48,사고 ,수도권제2순환고속도로 북오산IC서측 북오산IC동측 1차로 0km(북오산IC방향) 주의운전 고장차량 -,127.0624995,37.1837238
2352,2022-09-09 9:49,사고 ,중앙고속도로 단양휴게소 단양IC 기점방향 고장 단양휴게소 → 단양IC 중앙선 기점,128.3339,36.9278
2353,2022-09-09 9:55,사고 ,호남고속도로 내장산IC 내장산졸음쉼터 기점방향 사고 내장산IC → 내장산졸음쉼터 호남선 기점,126.8013,35.5074
2354,2022-09-09 10:20,사고 ,서해안고속도로 군산시김제시 복교1교 종점방향 고장 군산시김제시 → 복교1교 서해안선 종점,126.8379,35.9156
2355,2022-09-09 10:40,사고 ,서해안고속도로 부안IC남측 부안IC북측 1차로 0km(부안IC방향) 주의운전 고장차량 -,126.7688256,35.7259544
2356,2022-09-09 10:48,사고 ,통영대전고속도로 구량천교 덕유산IC 기점방향 사고 구량천교 → 덕유산IC 통영대전선 기점,127.6471,35.8554
2357,2022-09-09 10:52,공사 ,강남순환도시고속도로 봉천터널 봉천터널 3차로 청소작업 강남순환로 관악터널 입구부→관악터널 중간부 수서 방향 -,126.965545,37.46793598
2358,2022-09-09 10:53,사고 ,강남순환도시고속도로 시흥대로12길40 금천IC 1차로 충돌사고 강남순환로 관악터널 중간부→관악터널 출구부 성산 방향 -,126.9066874,37.43826083
2359,2022-09-09 11:03,사고 ,경부고속도로 청주시흥덕구청주시서원구 청주IC 종점방향 사고 청주시흥덕구청주시서원구 → 청주IC 경부선 종점,127.4158,36.6014
2360,2022-09-09 11:05,사고 ,호남고속도로 서평육교 순천2터널 기점방향 고장 서평육교 → 순천2터널 호남선 기점,127.4071,35.0121
2361,2022-09-09 11:13,사고 ,서천공주고속도로 동서천JC 동서천IC교차로 기점방향 고장 동서천JC → 동서천IC교차로 서천공주선 기점,126.7726,36.0656
2362,2022-09-09 11:22,사고 ,남해고속도로 진영휴게소 진영JC서측 4차로 134.5kkm(진영JC방향) 주의운전 고장차량 -,128.707221,35.2791769
2363,2022-09-09 11:39,사고 ,강남순환도시고속도로 봉천터널 봉천터널 3차로 추돌사고 강남순환로 봉천터널 입구부→봉천터널 중간부 성산 방향 -,126.9660537,37.46784603
2364,2022-09-09 11:41,사고 ,경부고속도로 북천안IC 망향휴게소 기점방향 사고 북천안IC → 망향휴게소 경부선 기점,127.1867,36.8673
2365,2022-09-09 11:42,사고 ,대전당진고속도로 공주ic 진입후 램프선 2차로 주의운전 고장차량 -,127.1275971,36.4943347
2366,2022-09-09 11:42,사고 ,대전통영고속도로 단성 산청 진행방향 전체차로 4중추돌  교통사고 -,127.7686144,35.5660235
2367,2022-09-09 11:43,사고 ,당진영덕고속도로 서세종IC 공주IC 2차로 0km(방향) 주의운전 교통사고 -,127.1052317,36.49755
2368,2022-09-09 11:43,사고 ,서해안고속도로 부안동진강교 서김제IC남측 종점방향 고장 부안동진강교 → 서김제IC남측 서해안선 종점,126.8382,35.8271
2369,2022-09-09 11:46,사고 ,새만금포항고속도로 완주IC 전주분기점 종점방향 고장 완주IC → 전주분기점 익산장수선 종점,127.157,35.896
2370,2022-09-09 11:59,사고 ,통영대전고속도로 판암IC 가오교 기점방향 고장 판암IC → 가오교 통영대전선 기점,127.4629,36.3096
2371,2022-09-09 12:02,사고 ,당진영덕고속도로 하포리25940 예산수덕IC 종점방향 고장 하포리25940 → 예산수덕IC 당진대전선 종점,126.7647,36.7063
2372,2022-09-09 12:04,사고 ,대전남부순환고속도로 구봉터널 구봉터널 종점방향 사고 구봉터널 → 구봉터널 대전남부선 종점,127.352,36.2899
2373,2022-09-09 12:15,사고 ,중부내륙고속도로 영산IC 영산IC 1차로 램프 구간km(방향) 주의운전 고장차량 -,128.5126298,35.4536716
2374,2022-09-09 12:20,사고 ,경부고속도로 양산IC 양산JC 4차로 13.5km(양산분기점방향) 주의운전 교통사고 -,129.0406627,35.340505
2375,2022-09-09 12:25,사고 ,당진영덕고속도로 고덕IC 예산군당진시 기점방향 고장 고덕IC → 예산군당진시 당진대전선 기점,126.6987,36.7723
2376,2022-09-09 12:34,공사 ,중부내륙고속도로지선 화원IC 화원tg 1차로 요금계산소km(방향) 하이패스공사중 주의 도로공사 -,128.4785856,35.7987713
2377,2022-09-09 12:54,사고 ,경부고속도로 죽암교 죽전교 기점방향 고장 죽암교 → 죽전교 경부선 기점,127.4314,36.5277
2378,2022-09-09 13:01,사고 ,천안논산고속도로 천안 논산 1차로 254km(정안IC방향) 주의운전 교통사고 -,127.1125416,36.57008702
2379,2022-09-09 13:04,사고 ,서해안고속도로 홍성IC 홍성IC 기점방향 고장 홍성IC → 홍성IC 서해안선 기점,126.5605,36.5913
2380,2022-09-09 13:10,사고 ,경부고속도로 송천교남측 황간휴게소 기점방향 고장 송천교남측 → 황간휴게소 경부선 기점,127.8532,36.254
2381,2022-09-09 13:25,사고 ,서해안고속도로 동서천JC 서천IC 종점방향 고장 동서천JC → 서천IC 서해안선 종점,126.7629,36.0625
2382,2022-09-09 13:35,사고 ,제2중부고속도로 경기광주JC 하남시광주시 종점방향 사고 경기광주JC → 하남시광주시 제2중부선 종점,127.2803,37.4447
2383,2022-09-09 13:41,사고 ,새만금포항고속도로 소양IC 곰티터널 종점방향 고장 소양IC → 곰티터널 익산장수선 종점,127.2579,35.8335
2384,2022-09-09 13:54,사고 ,호남고속도로 백양사휴게소 장성JC 1차로 0km(장성Jc방향) 주의운전 고장차량 -,126.8080352,35.3750793
2385,2022-09-09 14:02,사고 ,경부고속도로 판교에서 서울방향 411.6k 2차로 주의운전 교통사고 -,127.0745266,37.4246896
2386,2022-09-09 15:14,사고 ,서해안고속도로 목감IC 조남JC 1차로 0km(조남JC방향) 주의운전 고장차량 -,126.8669748,37.3790451
2387,2022-09-09 15:19,사고 ,경부고속도로 판교에서  서울방향 4차로 413.3k 4차로->갓길로 이동조치km(양재IC방향) 주의운전 고장차량 -,127.0580387,37.4441393
2388,2022-09-09 15:23,사고 ,경부고속도로 옥산하이패스IC 옥산JC남측 종점방향 사고 옥산하이패스IC → 옥산JC남측 경부선 종점,127.3572,36.6885
2389,2022-09-09 15:50,사고 ,당진영덕고속도로 해월교 산수골길2919 종점방향 사고 해월교 → 산수골길2919 당진대전선 종점,127.0158,36.5015
2390,2022-09-09 15:57,공사 ,중부내륙고속도로지선 속성변화점 화원IC남측 3차로 화원톨게이트km(방향) 공사구간 운전주의요망 도로공사 -,128.4796785,35.7985357
2391,2022-09-09 16:20,사고 ,경부고속도로 청원휴게소 청주시청원구천안시동남구 종점방향 사고 청원휴게소 → 청주시청원구천안시동남구 경부선 종점,127.3296,36.721
2392,2022-09-09 16:52,사고 ,영동고속도로 강릉대관령휴게소 대관령5터널북측 인천 3차로 9.4 Km (대관령IC 방향) 커브길 주의운전 고장 차량 -,128.7736066,37.71572295
2393,2022-09-09 16:55,사고 ,경부고속도로 금강2교서측 옥천휴게소 종점방향 고장 금강2교서측 → 옥천휴게소 경부선 종점,127.6248,36.2927
2394,2022-09-09 17:02,공사 ,중부내륙고속도로지선 속성변화점 화원옥포IC네거리 2차로 화원톨게이트km(방향) 공사구간 운전주의요망 유지보수 -,128.4762426,35.7936709
2395,2022-09-09 17:10,사고 ,호남고속도로지선 유성IC 유성IC 기점방향 사고 유성IC → 유성IC 호남지선 기점,127.3312,36.3656
2396,2022-09-09 17:13,사고 ,서해안고속도로 동서천JC 동서천JC 기점방향 고장 동서천JC → 동서천JC 서해안선 기점,126.7725,36.0583
2397,2022-09-09 18:02,사고 ,서해안고속도로 당진교 당진JC 기점방향 고장 당진교 → 당진JC 서해안선 기점,126.6275,36.8565
2398,2022-09-09 18:13,사고 ,서해안고속도로 광천IC 광천IC 기점방향 고장 광천IC → 광천IC 서해안선 기점,126.5848,36.4963
2399,2022-09-09 18:26,사고 ,경부고속도로 서초IC 반포IC 4차로 주의운전 교통사고 서울청,127.0260163,37.48376888
2400,2022-09-09 18:42,사고 ,경부고속도로 옥산하이패스IC 옥산JC남측 종점방향 고장 옥산하이패스IC → 옥산JC남측 경부선 종점,127.3728,36.6685
2401,2022-09-09 18:59,공사 ,강남순환도시고속도로 관악터널 시흥대로12길40 1차로 시설물보수 강남순환로 관악터널 출구부→금천영업소 성산 방향 -,126.9077156,37.43827065
2402,2022-09-09 19:54,사고 ,경부고속도로 북천안IC 망향휴게소 기점방향 고장 북천안IC → 망향휴게소 경부선 기점,127.1893,36.8852
2403,2022-09-09 20:08,사고 ,중앙고속도로 서안동IC 남안동IC 2차로 0km(화산JC방향) 중앙고속도로 185킬로미터 지점. 갓길 교통사고 발생.  진행차량 주의운전 요망.  교통사고 -,128.7569222,35.9551131
2404,2022-09-09 20:24,사고 ,통영대전고속도로 덕유산휴게소 장수JC 기점방향 고장 덕유산휴게소 → 장수JC 통영대전선 기점,127.6025,35.7711
2405,2022-09-09 20:46,사고 ,광주원주고속도로 광주에서 원주방향 곤지암 1터널 갓길 2차로 0km(방향) 갓길에 고장차량 고장차량 -,127.3664111,37.37446944
2406,2022-09-09 21:39,사고 ,경부고속도로 망향휴게소 북천안IC 종점방향 고장 망향휴게소 → 북천안IC 경부선 종점,127.1891,36.9014
2407,2022-09-09 22:04,사고 ,광주원주고속도로 원주에서 광주방향 35.4k 1차로 갓길에 고장차량 고장차량 -,127.7185889,37.39906667
2408,2022-09-09 23:14,사고 ,서해안고속도로 당진IC 송악IC 종점방향 고장 당진IC → 송악IC 서해안선 종점,126.7608,36.9203
2409,2022-09-09 23:22,사고 ,경부고속도로 북대구IC 금호JC 2차로 0km(화산JC방향) 경부고속도로 상행선 136킬로미터 지점. 갓길 교통사고차량 정차중. 진행차량 주의운전 요망.  교통사고 -,128.7568767,35.9551539
2410,2022-09-09 23:26,사고 ,경부고속도로 외천교 서울방향 136.6km지점 부근 낙하물 사고처리 중 서행주의 운전 필요 4차로 교통사고 추가내용,128.5484179,35.89714223
2411,2022-09-10 7:39,공사 ,경부고속도로 김천jc 구미ic 4차로 174km(구미IC방향) 주의운전 도로공사 -,128.3452219,36.1269715
2412,2022-09-10 7:59,사고 ,서해안고속도로 해미IC 서산휴게소 종점방향 고장 해미IC → 서산휴게소 서해안선 종점,126.5632,36.7198
2413,2022-09-10 8:08,사고 ,당진영덕고속도로 공주분기점 서공주분기점 기점방향 고장 공주분기점 → 서공주분기점 당진대전선 기점,127.0783,36.4866
2414,2022-09-10 8:12,사고 ,중부내륙고속도로지선 현풍휴게소북측 달성2터널남측 종점방향 고장 현풍휴게소북측 → 달성2터널남측 중부내륙지선 종점,128.465,35.7277
2415,2022-09-10 8:35,사고 ,서해안고속도로 당진IC 당진교 기점방향 고장 당진IC → 당진교 서해안선 기점,126.6596,36.8641
2416,2022-09-10 8:41,사고 ,중부내륙고속도로 마원2교 문경새재IC 기점방향 고장 마원2교 → 문경새재IC 중부내륙선 기점,128.0944,36.7246
2417,2022-09-10 8:49,사고 ,중부내륙고속도로 남지IC 영산IC 1차로 24갓길km(영산IC방향) 주의운전 고장차량 -,128.4874562,35.4041163
2418,2022-09-10 8:56,사고 ,무안광주고속도로 어등산호남대터널 어등산호남대터널 2차로 주의운전 고장 차량 -,126.768355,35.149351
2419,2022-09-10 9:07,사고 ,순천완주고속도로 황전1터널 황전1터널 1차로 0km(황전IC방향) 주의운전 고장차량 -,127.4651351,35.1044234
2420,2022-09-10 9:24,사고 ,서천공주고속도로 청양군공주시 화양리2633 기점방향 고장 청양군공주시 → 화양리2633 서천공주선 기점,127.0204,36.4253
2421,2022-09-10 9:28,사고 ,서해안고속도로 당진IC 송악IC 종점방향 사고 당진IC → 송악IC 서해안선 종점,126.7632,36.9222
2422,2022-09-10 9:35,사고 ,영동고속도로 여주시원주시 문막IC 종점방향 사고 여주시원주시 → 문막IC 영동선 종점,127.7581,37.2427
2423,2022-09-10 9:38,사고 ,수도권제2순환고속도로 정남IC앞 정남TG 1차로 0km(방향) 주의운전 고장차량 -,126.9735639,37.187194
2424,2022-09-10 9:41,공사 ,경부고속도로 신평육교남측 구미IC교북측 1차로 0km(구미IC방향) 주의운전 도로공사 -,128.3585402,36.1163682
2425,2022-09-10 9:42,사고 ,호남고속도로지선 대덕밸리IC 유성JC 기점방향 사고 대덕밸리IC → 유성JC 호남지선 기점,127.3783,36.4095
2426,2022-09-10 9:48,사고 ,서해안고속도로 송악IC 당진IC 기점방향 고장 송악IC → 당진IC 서해안선 기점,126.7672,36.9254
2427,2022-09-10 9:51,사고 ,경부고속도로 증약터널서측 신상2교 종점방향 고장 증약터널서측 → 신상2교 경부선 종점,127.4965,36.3504
2428,2022-09-10 9:55,사고 ,대전남부순환고속도로 구봉터널 구봉터널 기점방향 고장 구봉터널 → 구봉터널 대전남부선 기점,127.3542,36.2896
2429,2022-09-10 9:57,사고 ,통영대전고속도로 무주IC 오두재터널 기점방향 고장 무주IC → 오두재터널 통영대전선 기점,127.6624,35.9586
2430,2022-09-10 10:01,사고 ,서해안고속도로 와탄천교 고창JC 종점방향 고장 와탄천교 → 고창JC 서해안선 종점,126.5827,35.3555
2431,2022-09-10 10:13,사고 ,영동고속도로 횡성휴게소 주천강교 종점방향 고장 횡성휴게소 → 주천강교 영동선 종점,128.1371,37.4639
2432,2022-09-10 10:42,사고 ,남해고속도로 지수IC남측 반성천교동측 기점방향 고장 지수IC남측 → 반성천교동측 남해선(순천-부산) 기점,128.2531,35.2052
2433,2022-09-10 10:57,사고 ,서해안고속도로 목포TG 무안1교 1차로 8kkm(무안IC방향) 주의운전 고장차량 -,126.4925831,34.8714447
2434,2022-09-10 10:59,사고 ,통영대전고속도로 산내JC 대별1교 종점방향 고장 산내JC → 대별1교 통영대전선 종점,127.4608,36.2914
2435,2022-09-10 11:08,사고 ,경부고속도로 과천의왕고속도로에서 제1순환선  판교방향 램프구간 1차로 0km(방향) 주의운전 교통사고 -,127.1031067,37.396635
2436,2022-09-10 11:11,사고 ,호남고속도로 태인IC 정읍시김제시 종점방향 고장 태인IC → 정읍시김제시 호남선 종점,126.9457,35.6861
2437,2022-09-10 11:23,사고 ,남해고속도로 밤재터널 강진IC 1차로 0km(장흥IC방향) 주의운전 교통사고 -,126.6809746,34.698403
2438,2022-09-10 11:30,사고 ,경부고속도로 대전IC 신대철교 종점방향 사고 대전IC → 신대철교 경부선 종점,127.4183,36.3988
2439,2022-09-10 11:35,사고 ,경부고속도로 대전IC 신대철교 종점방향 사고 대전IC → 신대철교 경부선 종점,127.4243,36.3882
2440,2022-09-10 11:42,사고 ,서해안고속도로 갈산천교 갈산천교 종점방향 고장 갈산천교 → 갈산천교 서해안선 종점,126.5538,36.6177
2441,2022-09-10 11:42,사고 ,서해안고속도로 줄포IC 부안IC남측 종점방향 사고 줄포IC → 부안IC남측 서해안선 종점,126.7332,35.6716
2442,2022-09-10 11:50,사고 ,통영대전고속도로 구도2교 구도1교 종점방향 사고 구도2교 → 구도1교 통영대전선 종점,127.4694,36.2686
2443,2022-09-10 11:55,사고 ,중부고속도로 산곡JC 동서울TG 종점방향 사고 산곡JC → 동서울TG 중부선 종점,127.2273,37.5078
2444,2022-09-10 12:01,사고 ,구리포천고속도로 남별내ic 북중랑TG 1차로 0km(방향) 구리포천고속도로 구리방향 8.8k 교통사고 -,127.1263618,37.6360389
2445,2022-09-10 12:06,사고 ,서해안고속도로 동서천JC 금강대교 기점방향 사고 동서천JC → 금강대교 서해안선 기점,126.7876,36.0465
2446,2022-09-10 12:10,사고 ,남해고속도로 문산IC 진주1터널서측 1차로 77.4km(문산IC방향) 주의운전 고장차량 -,128.1762192,35.172622
2447,2022-09-10 12:17,사고 ,경부고속도로 반포IC 서초IC 3차로 고장차량 경부고속도로 반포IC→서초IC 신갈 방향 -,127.0253271,37.48527371
2448,2022-09-10 12:18,사고 ,경부고속도로 서초IC 양재방향 3차로 주의운전 고장 차량 서울청,127.0257166,37.48369236
2449,2022-09-10 12:26,사고 ,서해안고속도로 줄포IC 부안IC남측 2차로 104km(부안IC방향) 주의운전 교통사고 -,126.7330314,35.671222
2450,2022-09-10 12:27,사고 ,상주영천고속도로 동군위인터체인지 효령터널 2차로 46km(방향) 접촉사고후 갓길정차대기함 교통사고 -,128.6321724,36.1152313
2451,2022-09-10 12:46,사고 ,남해고속도로 하동IC 진교IC 종점방향 고장 하동IC → 진교IC 남해선(순천-부산) 종점,127.8883,35.0403
2452,2022-09-10 12:46,사고 ,서해안고속도로 당진IC 당진IC 종점방향 고장 당진IC → 당진IC 서해안선 종점,126.7076,36.8933
2453,2022-09-10 12:47,사고 ,영동고속도로 용인 인천 진행방향 전체차로 주의운전 고장차량 -,127.0372586,37.30789449
2454,2022-09-10 12:49,사고 ,순천완주고속도로 슬치터널 상관ic 1차로 98.4km(방향) 주의운전 교통사고 -,127.4397851,35.76951856
2455,2022-09-10 13:06,사고 ,중부내륙고속도로 영산IC 영산휴게소 기점방향 고장 영산IC → 영산휴게소 중부내륙선 기점,128.5122,35.4589
2456,2022-09-10 13:07,공사 ,서울외곽순환고속도로 계양IC북측 계양IC동측 1차로 주의운전 도로공사 -,126.7542835,37.54240327
2457,2022-09-10 13:30,공사 ,제2경인고속도로 영종IC서측 공항신도시JC도윽 1차로 주의운전 유지보수 -,126.4950273,37.48181472
2458,2022-09-10 13:56,사고 ,경부고속도로 반포IC 서초IC 2차로 주의운전 교통사고 서울청,127.0232313,37.49038737
2459,2022-09-10 14:27,사고 ,새만금포항고속도로 소양IC 곰티터널 종점방향 고장 소양IC → 곰티터널 익산장수선 종점,127.2539,35.8057
2460,2022-09-10 14:33,사고 ,호남고속도로 여산휴게소 익산IC북측 기점방향 고장 여산휴게소 → 익산IC북측 호남선 기점,127.1065,36.0095
